P,tau2,mu,s2_ce,var_ce,se_ce,ef_ce,s2_eis,var_eis,se_eis,ef_eis,var_ratio,se_var_ratio
GMM_location_1.00,2.0,0.96,2.9210894,0.04520158,6.262804e-08,73.72986,4.618438,0.049939316,7.156981e-08,73.12778,1.1048135,0.019908298
GMM_location_1.00,2.0,0.97999996,2.9598866,0.043878887,6.077551e-08,73.13225,4.725783,0.04943583,7.078031e-08,72.4455,1.1266428,0.02023999
GMM_location_1.00,2.0,1.0,2.999484,0.04257623,5.8953557e-08,72.54055,4.835347,0.04894561,7.0017705e-08,71.767715,1.1495994,0.020590639
GMM_location_1.00,2.0,1.02,3.0398805,0.041294847,5.7163682e-08,71.95479,4.94713,0.048467662,6.92722e-08,71.094734,1.1736976,0.020959845
GMM_location_1.00,2.0,1.04,3.081078,0.040035773,5.5407043e-08,71.37504,5.0611334,0.04800134,6.854436e-08,70.426895,1.1989613,0.021347469
GMM_location_1.00,2.0,1.06,3.123075,0.03879995,5.368476e-08,70.801346,5.1773567,0.047545522,6.783652e-08,69.76449,1.2254016,0.021754585
GMM_location_1.00,2.0,1.0799999,3.1658726,0.037588224,5.1997755e-08,70.23374,5.2958016,0.047099974,6.714454e-08,69.10774,1.2530513,0.022181619
GMM_location_1.00,2.0,1.1,3.20947,0.036401294,5.0346742e-08,69.67224,5.4164667,0.04666311,6.6469724e-08,68.45691,1.2819079,0.022628402
GMM_location_1.00,2.0,1.12,3.2538671,0.03523977,4.8732513e-08,69.11685,5.539352,0.046234444,6.580835e-08,67.81222,1.3119961,0.023095343
GMM_location_1.00,2.0,1.14,3.299064,0.034104146,4.7155485e-08,68.56753,5.6644583,0.04581342,6.516123e-08,67.1738,1.3433387,0.023582775
GMM_location_1.00,2.0,1.16,3.3450613,0.032994807,4.5616066e-08,68.02429,5.791788,0.045399062,6.452608e-08,66.54185,1.3759457,0.024090994
GMM_location_1.00,2.0,1.18,3.3918586,0.03191207,4.411458e-08,67.48713,5.9213395,0.04498975,6.390202e-08,65.91647,1.4098035,0.02461953
GMM_location_1.00,2.0,1.1999999,3.4394557,0.030856136,4.2651106e-08,66.955986,6.053113,0.044585906,6.3287e-08,65.29778,1.4449607,0.025169361
GMM_location_1.00,2.0,1.22,3.4878535,0.029827148,4.1225782e-08,66.43083,6.1871114,0.04418724,6.268248e-08,64.68588,1.4814438,0.025740854
GMM_location_1.00,2.0,1.24,3.5370502,0.028825134,3.9838508e-08,65.91162,6.323333,0.043793134,6.208728e-08,64.08085,1.5192691,0.026334463
GMM_location_1.00,2.0,1.26,3.5870476,0.027850091,3.84892e-08,65.39834,6.4617796,0.043402154,6.149986e-08,63.482708,1.5584205,0.02694973
GMM_location_1.00,2.0,1.28,3.6378443,0.026901916,3.7177568e-08,64.89088,6.602451,0.043014836,6.091876e-08,62.891533,1.5989506,0.027587486
GMM_location_1.00,2.0,1.3,3.6894417,0.025980467,3.590344e-08,64.38921,6.745345,0.042629786,6.034517e-08,62.307323,1.6408398,0.028247831
GMM_location_1.00,2.0,1.3199999,3.741839,0.025085542,3.4666392e-08,63.8933,6.890467,0.042247985,5.977614e-08,61.730106,1.6841567,0.028931102
GMM_location_1.00,2.0,1.3399999,3.7950363,0.02421688,3.3465987e-08,63.403088,7.0378137,0.04186851,5.921395e-08,61.159832,1.7288979,0.02963742
GMM_location_1.00,2.0,1.36,3.8490336,0.02337416,3.230173e-08,62.918472,7.18739,0.041490704,5.8655793e-08,60.59655,1.7750671,0.030367786
GMM_location_1.00,2.0,1.38,3.9038303,0.022557069,3.1173204e-08,62.43942,7.3391895,0.04111532,5.8102753e-08,60.04021,1.8227245,0.031121735
GMM_location_1.00,2.0,1.4,3.9594276,0.021765212,3.0079693e-08,61.965836,7.4932194,0.04074102,5.755247e-08,59.490795,1.8718412,0.031899516
GMM_location_1.00,2.0,1.42,4.015825,0.020998172,2.9020708e-08,61.497696,7.6494765,0.040368583,5.7006897e-08,58.94825,1.9224808,0.03270215
