s,a,k,h,I
2021-04-21,00-04,2,2,4916
2021-04-21,05-14,2,3,14131
2021-04-21,15-34,2,49,42040
2021-04-21,35-59,2,283,50579
2021-04-21,60-79,2,310,17316
2021-04-21,80+,2,113,3992
2021-04-21,00-04,3,0,4916
2021-04-21,05-14,3,1,14131
2021-04-21,15-34,3,26,42040
2021-04-21,35-59,3,117,50579
2021-04-21,60-79,3,149,17316
2021-04-21,80+,3,60,3992
2021-04-21,00-04,4,0,4916
2021-04-21,05-14,4,1,14131
2021-04-21,15-34,4,10,42040
2021-04-21,35-59,4,42,50579
2021-04-21,60-79,4,68,17316
2021-04-21,80+,4,30,3992
2021-04-21,00-04,5,0,4916
2021-04-21,05-14,5,1,14131
2021-04-21,15-34,5,3,42040
2021-04-21,35-59,5,52,50579
2021-04-21,60-79,5,58,17316
2021-04-21,80+,5,25,3992
2021-04-21,00-04,6,1,4916
2021-04-21,05-14,6,1,14131
2021-04-21,15-34,6,7,42040
2021-04-21,35-59,6,39,50579
2021-04-21,60-79,6,51,17316
2021-04-21,80+,6,15,3992
2021-04-21,00-04,7,0,4916
2021-04-21,05-14,7,1,14131
2021-04-21,15-34,7,0,42040
2021-04-21,35-59,7,29,50579
2021-04-21,60-79,7,32,17316
2021-04-21,80+,7,7,3992
2021-04-22,00-04,0,60,4992
2021-04-22,05-14,0,68,14755
2021-04-22,15-34,0,444,41740
2021-04-22,35-59,0,1112,51145
2021-04-22,60-79,0,1536,17224
2021-04-22,80+,0,853,3962
2021-04-22,00-04,1,13,4992
2021-04-22,05-14,1,11,14755
2021-04-22,15-34,1,125,41740
2021-04-22,35-59,1,583,51145
2021-04-22,60-79,1,623,17224
2021-04-22,80+,1,255,3962
2021-04-22,00-04,2,3,4992
2021-04-22,05-14,2,2,14755
2021-04-22,15-34,2,53,41740
2021-04-22,35-59,2,302,51145
2021-04-22,60-79,2,299,17224
2021-04-22,80+,2,109,3962
2021-04-22,00-04,3,0,4992
2021-04-22,05-14,3,1,14755
2021-04-22,15-34,3,25,41740
2021-04-22,35-59,3,112,51145
2021-04-22,60-79,3,133,17224
2021-04-22,80+,3,58,3962
2021-04-22,00-04,4,0,4992
2021-04-22,05-14,4,1,14755
2021-04-22,15-34,4,10,41740
2021-04-22,35-59,4,66,51145
2021-04-22,60-79,4,82,17224
2021-04-22,80+,4,40,3962
2021-04-22,00-04,5,0,4992
2021-04-22,05-14,5,1,14755
2021-04-22,15-34,5,3,41740
2021-04-22,35-59,5,43,51145
2021-04-22,60-79,5,55,17224
2021-04-22,80+,5,16,3962
2021-04-22,00-04,6,0,4992
2021-04-22,05-14,6,2,14755
2021-04-22,15-34,6,5,41740
2021-04-22,35-59,6,33,51145
2021-04-22,60-79,6,38,17224
2021-04-22,80+,6,15,3962
2021-04-22,00-04,7,0,4992
2021-04-22,05-14,7,0,14755
2021-04-22,15-34,7,16,41740
2021-04-22,35-59,7,41,51145
2021-04-22,60-79,7,39,17224
2021-04-22,80+,7,13,3962
2021-04-23,00-04,0,66,5130
2021-04-23,05-14,0,66,15329
2021-04-23,15-34,0,446,42062
2021-04-23,35-59,0,1102,52338
2021-04-23,60-79,0,1552,17424
2021-04-23,80+,0,857,3944
2021-04-23,00-04,1,11,5130
2021-04-23,05-14,1,7,15329
2021-04-23,15-34,1,134,42062
2021-04-23,35-59,1,635,52338
2021-04-23,60-79,1,614,17424
2021-04-23,80+,1,246,3944
2021-04-23,00-04,2,3,5130
2021-04-23,05-14,2,1,15329
2021-04-23,15-34,2,47,42062
2021-04-23,35-59,2,301,52338
2021-04-23,60-79,2,307,17424
2021-04-23,80+,2,101,3944
2021-04-23,00-04,3,1,5130
2021-04-23,05-14,3,0,15329
2021-04-23,15-34,3,31,42062
2021-04-23,35-59,3,105,52338
2021-04-23,60-79,3,143,17424
2021-04-23,80+,3,51,3944
2021-04-23,00-04,4,1,5130
2021-04-23,05-14,4,3,15329
2021-04-23,15-34,4,15,42062
2021-04-23,35-59,4,83,52338
2021-04-23,60-79,4,102,17424
2021-04-23,80+,4,42,3944
2021-04-23,00-04,5,0,5130
2021-04-23,05-14,5,1,15329
2021-04-23,15-34,5,4,42062
2021-04-23,35-59,5,34,52338
2021-04-23,60-79,5,45,17424
2021-04-23,80+,5,18,3944
2021-04-23,00-04,6,0,5130
2021-04-23,05-14,6,1,15329
2021-04-23,15-34,6,4,42062
2021-04-23,35-59,6,35,52338
2021-04-23,60-79,6,31,17424
2021-04-23,80+,6,13,3944
2021-04-23,00-04,7,0,5130
2021-04-23,05-14,7,0,15329
2021-04-23,15-34,7,13,42062
2021-04-23,35-59,7,45,52338
2021-04-23,60-79,7,41,17424
2021-04-23,80+,7,15,3944
2021-04-24,00-04,0,65,5172
2021-04-24,05-14,0,65,15705
2021-04-24,15-34,0,402,41958
2021-04-24,35-59,0,1041,52465
2021-04-24,60-79,0,1494,17366
2021-04-24,80+,0,817,3851
2021-04-24,00-04,1,13,5172
2021-04-24,05-14,1,12,15705
2021-04-24,15-34,1,169,41958
2021-04-24,35-59,1,669,52465
2021-04-24,60-79,1,645,17366
2021-04-24,80+,1,279,3851
2021-04-24,00-04,2,4,5172
2021-04-24,05-14,2,2,15705
2021-04-24,15-34,2,57,41958
2021-04-24,35-59,2,311,52465
2021-04-24,60-79,2,323,17366
2021-04-24,80+,2,113,3851
2021-04-24,00-04,3,2,5172
2021-04-24,05-14,3,0,15705
2021-04-24,15-34,3,28,41958
2021-04-24,35-59,3,113,52465
2021-04-24,60-79,3,147,17366
2021-04-24,80+,3,48,3851
2021-04-24,00-04,4,2,5172
2021-04-24,05-14,4,3,15705
2021-04-24,15-34,4,14,41958
2021-04-24,35-59,4,80,52465
2021-04-24,60-79,4,97,17366
2021-04-24,80+,4,41,3851
2021-04-24,00-04,5,1,5172
2021-04-24,05-14,5,2,15705
2021-04-24,15-34,5,7,41958
2021-04-24,35-59,5,44,52465
2021-04-24,60-79,5,51,17366
2021-04-24,80+,5,17,3851
2021-04-24,00-04,6,0,5172
2021-04-24,05-14,6,2,15705
2021-04-24,15-34,6,5,41958
2021-04-24,35-59,6,38,52465
2021-04-24,60-79,6,35,17366
2021-04-24,80+,6,8,3851
2021-04-24,00-04,7,0,5172
2021-04-24,05-14,7,0,15705
2021-04-24,15-34,7,14,41958
2021-04-24,35-59,7,41,52465
2021-04-24,60-79,7,40,17366
2021-04-24,80+,7,18,3851
2021-04-25,00-04,0,67,5218
2021-04-25,05-14,0,64,16114
2021-04-25,15-34,0,393,42116
2021-04-25,35-59,0,1003,52768
2021-04-25,60-79,0,1448,17395
2021-04-25,80+,0,790,3898
2021-04-25,00-04,1,11,5218
2021-04-25,05-14,1,12,16114
2021-04-25,15-34,1,190,42116
2021-04-25,35-59,1,676,52768
2021-04-25,60-79,1,673,17395
2021-04-25,80+,1,310,3898
2021-04-25,00-04,2,5,5218
2021-04-25,05-14,2,2,16114
2021-04-25,15-34,2,62,42116
2021-04-25,35-59,2,325,52768
2021-04-25,60-79,2,333,17395
2021-04-25,80+,2,125,3898
2021-04-25,00-04,3,2,5218
2021-04-25,05-14,3,2,16114
2021-04-25,15-34,3,31,42116
2021-04-25,35-59,3,107,52768
2021-04-25,60-79,3,147,17395
2021-04-25,80+,3,49,3898
2021-04-25,00-04,4,1,5218
2021-04-25,05-14,4,1,16114
2021-04-25,15-34,4,17,42116
2021-04-25,35-59,4,79,52768
2021-04-25,60-79,4,89,17395
2021-04-25,80+,4,37,3898
2021-04-25,00-04,5,0,5218
2021-04-25,05-14,5,2,16114
2021-04-25,15-34,5,12,42116
2021-04-25,35-59,5,46,52768
2021-04-25,60-79,5,47,17395
2021-04-25,80+,5,16,3898
2021-04-25,00-04,6,0,5218
2021-04-25,05-14,6,2,16114
2021-04-25,15-34,6,5,42116
2021-04-25,35-59,6,36,52768
2021-04-25,60-79,6,37,17395
2021-04-25,80+,6,10,3898
2021-04-25,00-04,7,0,5218
2021-04-25,05-14,7,0,16114
2021-04-25,15-34,7,14,42116
2021-04-25,35-59,7,40,52768
2021-04-25,60-79,7,43,17395
2021-04-25,80+,7,18,3898
2021-04-26,00-04,0,73,5400
2021-04-26,05-14,0,63,16569
2021-04-26,15-34,0,437,43032
2021-04-26,35-59,0,1102,53879
2021-04-26,60-79,0,1522,17717
2021-04-26,80+,0,807,3927
2021-04-26,00-04,1,7,5400
2021-04-26,05-14,1,8,16569
2021-04-26,15-34,1,159,43032
2021-04-26,35-59,1,656,53879
2021-04-26,60-79,1,638,17717
2021-04-26,80+,1,287,3927
2021-04-26,00-04,2,5,5400
2021-04-26,05-14,2,2,16569
2021-04-26,15-34,2,51,43032
2021-04-26,35-59,2,275,53879
2021-04-26,60-79,2,271,17717
2021-04-26,80+,2,108,3927
2021-04-26,00-04,3,2,5400
2021-04-26,05-14,3,1,16569
2021-04-26,15-34,3,31,43032
2021-04-26,35-59,3,96,53879
2021-04-26,60-79,3,135,17717
2021-04-26,80+,3,46,3927
2021-04-26,00-04,4,0,5400
2021-04-26,05-14,4,2,16569
2021-04-26,15-34,4,15,43032
2021-04-26,35-59,4,75,53879
2021-04-26,60-79,4,73,17717
2021-04-26,80+,4,30,3927
2021-04-26,00-04,5,0,5400
2021-04-26,05-14,5,2,16569
2021-04-26,15-34,5,12,43032
2021-04-26,35-59,5,54,53879
2021-04-26,60-79,5,64,17717
2021-04-26,80+,5,13,3927
2021-04-26,00-04,6,0,5400
2021-04-26,05-14,6,2,16569
2021-04-26,15-34,6,7,43032
2021-04-26,35-59,6,32,53879
2021-04-26,60-79,6,35,17717
2021-04-26,80+,6,9,3927
2021-04-26,00-04,7,0,5400
2021-04-26,05-14,7,0,16569
2021-04-26,15-34,7,13,43032
2021-04-26,35-59,7,43,53879
2021-04-26,60-79,7,42,17717
2021-04-26,80+,7,18,3927
2021-04-27,00-04,0,75,5542
2021-04-27,05-14,0,65,16533
2021-04-27,15-34,0,434,42554
2021-04-27,35-59,0,1126,53256
2021-04-27,60-79,0,1542,17427
2021-04-27,80+,0,796,3816
2021-04-27,00-04,1,6,5542
2021-04-27,05-14,1,7,16533
2021-04-27,15-34,1,158,42554
2021-04-27,35-59,1,631,53256
2021-04-27,60-79,1,621,17427
2021-04-27,80+,1,280,3816
2021-04-27,00-04,2,3,5542
2021-04-27,05-14,2,3,16533
2021-04-27,15-34,2,51,42554
2021-04-27,35-59,2,271,53256
2021-04-27,60-79,2,267,17427
2021-04-27,80+,2,104,3816
2021-04-27,00-04,3,2,5542
2021-04-27,05-14,3,0,16533
2021-04-27,15-34,3,28,42554
2021-04-27,35-59,3,80,53256
2021-04-27,60-79,3,104,17427
2021-04-27,80+,3,49,3816
2021-04-27,00-04,4,1,5542
2021-04-27,05-14,4,2,16533
2021-04-27,15-34,4,18,42554
2021-04-27,35-59,4,69,53256
2021-04-27,60-79,4,73,17427
2021-04-27,80+,4,21,3816
2021-04-27,00-04,5,0,5542
2021-04-27,05-14,5,3,16533
2021-04-27,15-34,5,7,42554
2021-04-27,35-59,5,55,53256
2021-04-27,60-79,5,57,17427
2021-04-27,80+,5,14,3816
2021-04-27,00-04,6,0,5542
2021-04-27,05-14,6,1,16533
2021-04-27,15-34,6,4,42554
2021-04-27,35-59,6,27,53256
2021-04-27,60-79,6,30,17427
2021-04-27,80+,6,12,3816
2021-04-27,00-04,7,0,5542
2021-04-27,05-14,7,0,16533
2021-04-27,15-34,7,13,42554
2021-04-27,35-59,7,36,53256
2021-04-27,60-79,7,37,17427
2021-04-27,80+,7,16,3816
2021-04-28,00-04,0,75,5381
2021-04-28,05-14,0,62,15649
2021-04-28,15-34,0,418,40805
2021-04-28,35-59,0,1103,51122
2021-04-28,60-79,0,1490,16750
2021-04-28,80+,0,762,3627
2021-04-28,00-04,1,3,5381
2021-04-28,05-14,1,8,15649
2021-04-28,15-34,1,170,40805
2021-04-28,35-59,1,572,51122
2021-04-28,60-79,1,612,16750
2021-04-28,80+,1,247,3627
2021-04-28,00-04,2,7,5381
2021-04-28,05-14,2,5,15649
2021-04-28,15-34,2,42,40805
2021-04-28,35-59,2,295,51122
2021-04-28,60-79,2,248,16750
2021-04-28,80+,2,94,3627
2021-04-28,00-04,3,3,5381
2021-04-28,05-14,3,0,15649
2021-04-28,15-34,3,30,40805
2021-04-28,35-59,3,95,51122
2021-04-28,60-79,3,105,16750
2021-04-28,80+,3,55,3627
2021-04-28,00-04,4,1,5381
2021-04-28,05-14,4,0,15649
2021-04-28,15-34,4,16,40805
2021-04-28,35-59,4,65,51122
2021-04-28,60-79,4,65,16750
2021-04-28,80+,4,20,3627
2021-04-28,00-04,5,0,5381
2021-04-28,05-14,5,1,15649
2021-04-28,15-34,5,4,40805
2021-04-28,35-59,5,47,51122
2021-04-28,60-79,5,57,16750
2021-04-28,80+,5,14,3627
2021-04-28,00-04,6,0,5381
2021-04-28,05-14,6,0,15649
2021-04-28,15-34,6,8,40805
2021-04-28,35-59,6,18,51122
2021-04-28,60-79,6,26,16750
2021-04-28,80+,6,10,3627
2021-04-28,00-04,7,0,5381
2021-04-28,05-14,7,0,15649
2021-04-28,15-34,7,6,40805
2021-04-28,35-59,7,39,51122
2021-04-28,60-79,7,46,16750
2021-04-28,80+,7,13,3627
2021-04-29,00-04,0,74,5234
2021-04-29,05-14,0,67,14815
2021-04-29,15-34,0,445,39233
2021-04-29,35-59,0,1080,49587
2021-04-29,60-79,0,1514,16256
2021-04-29,80+,0,762,3424
2021-04-29,00-04,1,7,5234
2021-04-29,05-14,1,9,14815
2021-04-29,15-34,1,142,39233
2021-04-29,35-59,1,576,49587
2021-04-29,60-79,1,570,16256
2021-04-29,80+,1,225,3424
2021-04-29,00-04,2,8,5234
2021-04-29,05-14,2,1,14815
2021-04-29,15-34,2,45,39233
2021-04-29,35-59,2,248,49587
2021-04-29,60-79,2,220,16256
2021-04-29,80+,2,75,3424
2021-04-29,00-04,3,1,5234
2021-04-29,05-14,3,0,14815
2021-04-29,15-34,3,23,39233
2021-04-29,35-59,3,100,49587
2021-04-29,60-79,3,116,16256
2021-04-29,80+,3,53,3424
2021-04-29,00-04,4,0,5234
2021-04-29,05-14,4,0,14815
2021-04-29,15-34,4,17,39233
2021-04-29,35-59,4,55,49587
2021-04-29,60-79,4,71,16256
2021-04-29,80+,4,22,3424
2021-04-29,00-04,5,0,5234
2021-04-29,05-14,5,2,14815
2021-04-29,15-34,5,6,39233
2021-04-29,35-59,5,39,49587
2021-04-29,60-79,5,41,16256
2021-04-29,80+,5,12,3424
2021-04-29,00-04,6,0,5234
2021-04-29,05-14,6,0,14815
2021-04-29,15-34,6,3,39233
2021-04-29,35-59,6,18,49587
2021-04-29,60-79,6,26,16256
2021-04-29,80+,6,13,3424
2021-04-29,00-04,7,1,5234
2021-04-29,05-14,7,1,14815
2021-04-29,15-34,7,4,39233
2021-04-29,35-59,7,38,49587
2021-04-29,60-79,7,49,16256
2021-04-29,80+,7,15,3424
2021-04-30,00-04,0,68,5203
2021-04-30,05-14,0,67,14518
2021-04-30,15-34,0,445,38861
2021-04-30,35-59,0,1037,49280
2021-04-30,60-79,0,1511,16142
2021-04-30,80+,0,757,3341
2021-04-30,00-04,1,9,5203
2021-04-30,05-14,1,9,14518
2021-04-30,15-34,1,120,38861
2021-04-30,35-59,1,556,49280
2021-04-30,60-79,1,512,16142
2021-04-30,80+,1,203,3341
2021-04-30,00-04,2,6,5203
2021-04-30,05-14,2,1,14518
2021-04-30,15-34,2,45,38861
2021-04-30,35-59,2,230,49280
2021-04-30,60-79,2,226,16142
2021-04-30,80+,2,68,3341
2021-04-30,00-04,3,0,5203
2021-04-30,05-14,3,0,14518
2021-04-30,15-34,3,26,38861
2021-04-30,35-59,3,111,49280
2021-04-30,60-79,3,107,16142
2021-04-30,80+,3,55,3341
2021-04-30,00-04,4,0,5203
2021-04-30,05-14,4,1,14518
2021-04-30,15-34,4,14,38861
2021-04-30,35-59,4,50,49280
2021-04-30,60-79,4,60,16142
2021-04-30,80+,4,14,3341
2021-04-30,00-04,5,0,5203
2021-04-30,05-14,5,1,14518
2021-04-30,15-34,5,3,38861
2021-04-30,35-59,5,32,49280
2021-04-30,60-79,5,36,16142
2021-04-30,80+,5,13,3341
2021-04-30,00-04,6,0,5203
2021-04-30,05-14,6,1,14518
2021-04-30,15-34,6,8,38861
2021-04-30,35-59,6,25,49280
2021-04-30,60-79,6,40,16142
2021-04-30,80+,6,14,3341
2021-04-30,00-04,7,1,5203
2021-04-30,05-14,7,1,14518
2021-04-30,15-34,7,5,38861
2021-04-30,35-59,7,37,49280
2021-04-30,60-79,7,34,16142
2021-04-30,80+,7,13,3341
2021-05-01,00-04,0,60,5083
2021-05-01,05-14,0,64,13914
2021-05-01,15-34,0,414,37580
2021-05-01,35-59,0,975,47912
2021-05-01,60-79,0,1398,15601
2021-05-01,80+,0,714,3261
2021-05-01,00-04,1,9,5083
2021-05-01,05-14,1,14,13914
2021-05-01,15-34,1,123,37580
2021-05-01,35-59,1,561,47912
2021-05-01,60-79,1,501,15601
2021-05-01,80+,1,222,3261
2021-05-01,00-04,2,6,5083
2021-05-01,05-14,2,1,13914
2021-05-01,15-34,2,43,37580
2021-05-01,35-59,2,250,47912
2021-05-01,60-79,2,259,15601
2021-05-01,80+,2,73,3261
2021-05-01,00-04,3,1,5083
2021-05-01,05-14,3,0,13914
2021-05-01,15-34,3,29,37580
2021-05-01,35-59,3,109,47912
2021-05-01,60-79,3,115,15601
2021-05-01,80+,3,54,3261
2021-05-01,00-04,4,0,5083
2021-05-01,05-14,4,0,13914
2021-05-01,15-34,4,10,37580
2021-05-01,35-59,4,44,47912
2021-05-01,60-79,4,51,15601
2021-05-01,80+,4,13,3261
2021-05-01,00-04,5,0,5083
2021-05-01,05-14,5,0,13914
2021-05-01,15-34,5,3,37580
2021-05-01,35-59,5,23,47912
2021-05-01,60-79,5,33,15601
2021-05-01,80+,5,14,3261
2021-05-01,00-04,6,0,5083
2021-05-01,05-14,6,2,13914
2021-05-01,15-34,6,7,37580
2021-05-01,35-59,6,24,47912
2021-05-01,60-79,6,42,15601
2021-05-01,80+,6,15,3261
2021-05-01,00-04,7,0,5083
2021-05-01,05-14,7,1,13914
2021-05-01,15-34,7,7,37580
2021-05-01,35-59,7,38,47912
2021-05-01,60-79,7,36,15601
2021-05-01,80+,7,14,3261
2021-05-02,00-04,0,56,4980
2021-05-02,05-14,0,65,13665
2021-05-02,15-34,0,385,37063
2021-05-02,35-59,0,929,47377
2021-05-02,60-79,0,1353,15376
2021-05-02,80+,0,671,3170
2021-05-02,00-04,1,13,4980
2021-05-02,05-14,1,16,13665
2021-05-02,15-34,1,135,37063
2021-05-02,35-59,1,558,47377
2021-05-02,60-79,1,481,15376
2021-05-02,80+,1,225,3170
2021-05-02,00-04,2,4,4980
2021-05-02,05-14,2,1,13665
2021-05-02,15-34,2,44,37063
2021-05-02,35-59,2,272,47377
2021-05-02,60-79,2,276,15376
2021-05-02,80+,2,81,3170
2021-05-02,00-04,3,2,4980
2021-05-02,05-14,3,0,13665
2021-05-02,15-34,3,28,37063
2021-05-02,35-59,3,98,47377
2021-05-02,60-79,3,120,15376
2021-05-02,80+,3,61,3170
2021-05-02,00-04,4,0,4980
2021-05-02,05-14,4,0,13665
2021-05-02,15-34,4,5,37063
2021-05-02,35-59,4,46,47377
2021-05-02,60-79,4,60,15376
2021-05-02,80+,4,12,3170
2021-05-02,00-04,5,0,4980
2021-05-02,05-14,5,0,13665
2021-05-02,15-34,5,3,37063
2021-05-02,35-59,5,24,47377
2021-05-02,60-79,5,30,15376
2021-05-02,80+,5,15,3170
2021-05-02,00-04,6,0,4980
2021-05-02,05-14,6,1,13665
2021-05-02,15-34,6,7,37063
2021-05-02,35-59,6,25,47377
2021-05-02,60-79,6,39,15376
2021-05-02,80+,6,16,3170
2021-05-02,00-04,7,0,4980
2021-05-02,05-14,7,2,13665
2021-05-02,15-34,7,7,37063
2021-05-02,35-59,7,42,47377
2021-05-02,60-79,7,40,15376
2021-05-02,80+,7,14,3170
2021-05-03,00-04,0,53,4977
2021-05-03,05-14,0,74,13676
2021-05-03,15-34,0,388,37072
2021-05-03,35-59,0,1002,47613
2021-05-03,60-79,0,1420,15467
2021-05-03,80+,0,718,3176
2021-05-03,00-04,1,13,4977
2021-05-03,05-14,1,12,13676
2021-05-03,15-34,1,121,37072
2021-05-03,35-59,1,486,47613
2021-05-03,60-79,1,437,15467
2021-05-03,80+,1,192,3176
2021-05-03,00-04,2,4,4977
2021-05-03,05-14,2,1,13676
2021-05-03,15-34,2,49,37072
2021-05-03,35-59,2,236,47613
2021-05-03,60-79,2,261,15467
2021-05-03,80+,2,85,3176
2021-05-03,00-04,3,1,4977
2021-05-03,05-14,3,0,13676
2021-05-03,15-34,3,22,37072
2021-05-03,35-59,3,99,47613
2021-05-03,60-79,3,87,15467
2021-05-03,80+,3,46,3176
2021-05-03,00-04,4,0,4977
2021-05-03,05-14,4,1,13676
2021-05-03,15-34,4,8,37072
2021-05-03,35-59,4,53,47613
2021-05-03,60-79,4,50,15467
2021-05-03,80+,4,13,3176
2021-05-03,00-04,5,0,4977
2021-05-03,05-14,5,0,13676
2021-05-03,15-34,5,2,37072
2021-05-03,35-59,5,25,47613
2021-05-03,60-79,5,29,15467
2021-05-03,80+,5,19,3176
2021-05-03,00-04,6,0,4977
2021-05-03,05-14,6,2,13676
2021-05-03,15-34,6,7,37072
2021-05-03,35-59,6,26,47613
2021-05-03,60-79,6,42,15467
2021-05-03,80+,6,15,3176
2021-05-03,00-04,7,0,4977
2021-05-03,05-14,7,2,13676
2021-05-03,15-34,7,9,37072
2021-05-03,35-59,7,40,47613
2021-05-03,60-79,7,38,15467
2021-05-03,80+,7,15,3176
2021-05-04,00-04,0,61,4739
2021-05-04,05-14,0,77,13167
2021-05-04,15-34,0,410,35711
2021-05-04,35-59,0,1025,45919
2021-05-04,60-79,0,1419,14883
2021-05-04,80+,0,700,3018
2021-05-04,00-04,1,12,4739
2021-05-04,05-14,1,12,13167
2021-05-04,15-34,1,108,35711
2021-05-04,35-59,1,488,45919
2021-05-04,60-79,1,426,14883
2021-05-04,80+,1,183,3018
2021-05-04,00-04,2,3,4739
2021-05-04,05-14,2,1,13167
2021-05-04,15-34,2,44,35711
2021-05-04,35-59,2,189,45919
2021-05-04,60-79,2,224,14883
2021-05-04,80+,2,70,3018
2021-05-04,00-04,3,1,4739
2021-05-04,05-14,3,1,13167
2021-05-04,15-34,3,18,35711
2021-05-04,35-59,3,90,45919
2021-05-04,60-79,3,81,14883
2021-05-04,80+,3,36,3018
2021-05-04,00-04,4,0,4739
2021-05-04,05-14,4,1,13167
2021-05-04,15-34,4,10,35711
2021-05-04,35-59,4,47,45919
2021-05-04,60-79,4,52,14883
2021-05-04,80+,4,21,3018
2021-05-04,00-04,5,0,4739
2021-05-04,05-14,5,1,13167
2021-05-04,15-34,5,3,35711
2021-05-04,35-59,5,22,45919
2021-05-04,60-79,5,25,14883
2021-05-04,80+,5,14,3018
2021-05-04,00-04,6,1,4739
2021-05-04,05-14,6,2,13167
2021-05-04,15-34,6,10,35711
2021-05-04,35-59,6,33,45919
2021-05-04,60-79,6,37,14883
2021-05-04,80+,6,15,3018
2021-05-04,00-04,7,1,4739
2021-05-04,05-14,7,2,13167
2021-05-04,15-34,7,7,35711
2021-05-04,35-59,7,37,45919
2021-05-04,60-79,7,37,14883
2021-05-04,80+,7,13,3018
2021-05-05,00-04,0,61,4499
2021-05-05,05-14,0,73,12543
2021-05-05,15-34,0,397,33501
2021-05-05,35-59,0,1002,42804
2021-05-05,60-79,0,1334,14019
2021-05-05,80+,0,714,2951
2021-05-05,00-04,1,9,4499
2021-05-05,05-14,1,8,12543
2021-05-05,15-34,1,116,33501
2021-05-05,35-59,1,450,42804
2021-05-05,60-79,1,403,14019
2021-05-05,80+,1,166,2951
2021-05-05,00-04,2,2,4499
2021-05-05,05-14,2,1,12543
2021-05-05,15-34,2,42,33501
2021-05-05,35-59,2,193,42804
2021-05-05,60-79,2,218,14019
2021-05-05,80+,2,67,2951
2021-05-05,00-04,3,0,4499
2021-05-05,05-14,3,4,12543
2021-05-05,15-34,3,20,33501
2021-05-05,35-59,3,92,42804
2021-05-05,60-79,3,83,14019
2021-05-05,80+,3,31,2951
2021-05-05,00-04,4,0,4499
2021-05-05,05-14,4,0,12543
2021-05-05,15-34,4,11,33501
2021-05-05,35-59,4,39,42804
2021-05-05,60-79,4,52,14019
2021-05-05,80+,4,25,2951
2021-05-05,00-04,5,0,4499
2021-05-05,05-14,5,2,12543
2021-05-05,15-34,5,3,33501
2021-05-05,35-59,5,24,42804
2021-05-05,60-79,5,28,14019
2021-05-05,80+,5,15,2951
2021-05-05,00-04,6,0,4499
2021-05-05,05-14,6,3,12543
2021-05-05,15-34,6,14,33501
2021-05-05,35-59,6,34,42804
2021-05-05,60-79,6,34,14019
2021-05-05,80+,6,18,2951
2021-05-05,00-04,7,1,4499
2021-05-05,05-14,7,1,12543
2021-05-05,15-34,7,7,33501
2021-05-05,35-59,7,52,42804
2021-05-05,60-79,7,33,14019
2021-05-05,80+,7,13,2951
2021-05-06,00-04,0,57,4346
2021-05-06,05-14,0,77,12283
2021-05-06,15-34,0,381,32609
2021-05-06,35-59,0,953,41571
2021-05-06,60-79,0,1277,13568
2021-05-06,80+,0,715,2884
2021-05-06,00-04,1,11,4346
2021-05-06,05-14,1,7,12283
2021-05-06,15-34,1,96,32609
2021-05-06,35-59,1,408,41571
2021-05-06,60-79,1,378,13568
2021-05-06,80+,1,140,2884
2021-05-06,00-04,2,5,4346
2021-05-06,05-14,2,3,12283
2021-05-06,15-34,2,54,32609
2021-05-06,35-59,2,237,41571
2021-05-06,60-79,2,237,13568
2021-05-06,80+,2,82,2884
2021-05-06,00-04,3,0,4346
2021-05-06,05-14,3,3,12283
2021-05-06,15-34,3,20,32609
2021-05-06,35-59,3,85,41571
2021-05-06,60-79,3,78,13568
2021-05-06,80+,3,28,2884
2021-05-06,00-04,4,1,4346
2021-05-06,05-14,4,2,12283
2021-05-06,15-34,4,8,32609
2021-05-06,35-59,4,37,41571
2021-05-06,60-79,4,42,13568
2021-05-06,80+,4,23,2884
2021-05-06,00-04,5,0,4346
2021-05-06,05-14,5,3,12283
2021-05-06,15-34,5,4,32609
2021-05-06,35-59,5,33,41571
2021-05-06,60-79,5,37,13568
2021-05-06,80+,5,11,2884
2021-05-06,00-04,6,0,4346
2021-05-06,05-14,6,2,12283
2021-05-06,15-34,6,11,32609
2021-05-06,35-59,6,32,41571
2021-05-06,60-79,6,37,13568
2021-05-06,80+,6,15,2884
2021-05-06,00-04,7,1,4346
2021-05-06,05-14,7,0,12283
2021-05-06,15-34,7,11,32609
2021-05-06,35-59,7,50,41571
2021-05-06,60-79,7,32,13568
2021-05-06,80+,7,11,2884
2021-05-07,00-04,0,68,4176
2021-05-07,05-14,0,72,11920
2021-05-07,15-34,0,375,31529
2021-05-07,35-59,0,931,40558
2021-05-07,60-79,0,1251,13330
2021-05-07,80+,0,712,2836
2021-05-07,00-04,1,6,4176
2021-05-07,05-14,1,13,11920
2021-05-07,15-34,1,92,31529
2021-05-07,35-59,1,381,40558
2021-05-07,60-79,1,377,13330
2021-05-07,80+,1,122,2836
2021-05-07,00-04,2,3,4176
2021-05-07,05-14,2,3,11920
2021-05-07,15-34,2,54,31529
2021-05-07,35-59,2,223,40558
2021-05-07,60-79,2,214,13330
2021-05-07,80+,2,94,2836
2021-05-07,00-04,3,0,4176
2021-05-07,05-14,3,1,11920
2021-05-07,15-34,3,11,31529
2021-05-07,35-59,3,78,40558
2021-05-07,60-79,3,81,13330
2021-05-07,80+,3,25,2836
2021-05-07,00-04,4,1,4176
2021-05-07,05-14,4,2,11920
